i,lyrics
64,"가사
보란 듯이 무너졌어
바닥을 뚫고 저 지하까지
옷 끝자락 잡겠다고
저 높이 두 손을 뻗어봐도

다시 캄캄한 이곳에 light up the sky
네 두 눈을 보며 I’ll kiss you goodbye
실컷 비웃어라 꼴좋으니까
이제 너희 하나 둘 셋

Ha how you like that?
You gon’ like that that that that that
How you like that?
How you like that that that that that

Now look at you now look at me
Look at you now look at me 
Look at you now look at me

How you like that

Now look at you now look at me
Look at you now look at me 
Look at you now look at me

How you like that

Your girl need it all and that’s a hundred
백 개 중에 백 내 몫을 원해
Karma come and get some 
딱하지만 어쩔 수 없잖아
What’s up, I’m right back
방아쇠를 cock back
Plain Jane get hijacked
Don’t like me? Then tell me how you like that

더 캄캄한 이곳에 shine like the stars
그 미소를 띠며 I’ll kiss you goodbye

실컷 비웃어라 꼴좋으니까 
이제 너희 하나 둘 셋

Ha how you like that?
You gon’ like that that that that that
How you like that?
How you like that that that that that

Now look at you now look at me
Look at you now look at me 
Look at you now look at me

How you like that

Now look at you now look at me
Look at you now look at me 
Look at you now look at me

How you like that

날개 잃은 채로 추락했던 날
어두운 나날 속에 갇혀 있던 날
그때쯤에 넌 날 끝내야 했어
Look up in the sky it’s a bird it’s a plane

Bring out your boss bish

BLACKPINK!

How you like that 
You gon’ like that 
How you like that "
65,"가사
It's beautiful, it's bittersweet
You're like a broken home to me
I take a shot of memories
And black out like an empty street
I fill my days with the way you walk
And fill my nights with broken dreams
I make up lies inside my head
Like one day you'll come back to me

Now I'm not holding on, not holding on
I'm just depressed that you're gone
Not holding on, not holding on

Beautiful mistakes, I make inside my head
She's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'еm back
I'm in love with the past
And now we liе awake, makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, eh
Makin' beautiful mistakes

It's pitiful, I can't believe
How every day gets worse for me
I take a break, I cut you off
To keep myself from lookin' soft
I fill my nights with the way you was
And still wake up with broken dreams
I make these lies inside my head
Feel like they're my reality

Now I'm not holding on, not holding on
I'm just depressed that you're gone
Not holding on, not holding on

Beautiful mistakes, I make inside my head
She's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'em back
I'm in love with the past
And now we lie awake, makin' beautiful mistakes

You did me wrong 'cause I let you
Usually, I like my situations beneficial
Doin' something different, got me lookin' stupid (Damn)
The only way I'm comin' back to you is if you dream it, lucid (Hmm)
Prove it, if you made a promise then keep it (Keep it)
Why you wanna lie and then get mad? I don't believe it (Boy, bye)
But really, I was doin' just fine without ya
Lookin' fine, sippin' wine, dancin' on club couches (Ah)
Baby, why you wanna lose me like you don't need me? (Like you don't need me)
Like I don't block you and you still try to reach me (Still try to reach me)
How you figure out how to call me from the TV? (Huh?)
You runnin' outta chances and this time I mean it (Ah)

Yeah, bet you miss my love, all in your bed (Bed)
Now you're stressin' out, pulling your hair (Hair)
Smelling your pillows and wishin' I was there (I was there)
Slidin' down the shower wall, lookin' sad (Sad)
I know it's hard to let go, I'm the best (I'm the best)
Best you ever had and best you gon' get (Gon' get)
And if we break up, I don't wanna be friends (Be friends)
You're toxic

Beautiful mistakes, I make inside my head
She's naked in my bed
And now we lie awake, makin' beautiful mistakes
I wouldn't take 'em back
I'm in love with the past
And now we lie awake, makin' beautiful mistakes

Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, yeah, yeah
Makin' beautiful mistakes
Nah-nah-nah, in my head
Nah-nah-nah, in my bed
Nah-nah-nah, eh
Makin' beautiful mistakes

Nah-nah-nah
Nah-nah-nah (Ooh)
Nah-nah-nah"
66,"가사
어두운 불빛아래 촛불 하나
와인 잔에 담긴 약속하나
항상 너의 곁에서 널 지켜줄거야
날 믿어준 너였잖아

나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같진 않아도
너만 있어주면 돼

걱정 마 (I believe) 
언제나 (I believe)
이 순간을 잊지 않을게
내 품에 (I believe) 
안긴 너의 미소가
영원히 빛을 잃어 가지 않게

Cause your love is so sweet
You are my everything
첫날 밤에 단 꿈에 젖어
하는 말이 아냐 난 변하지 않아
오직 너만 바라볼거야 oh

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로





나 바라는 건 오직 하나
영원한 행복을 꿈꾸지만
화려하지 않아도 꿈같진 않아도
너만 있어주면 돼

약속해 (I believe) 
힘들 땐 (I believe) 
너의 그늘이 되어줄게
내품에 (I believe)
안긴 너의 미소가
영원히 빛을 잃어 가지 않게

Cause your love is so sweet
You are my everything
첫날 밤에 단 꿈에 젖어
하는 말이 아냐 난 변하지 않아
오직 너만 바라볼거야 oh

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로

You’re light of my life
You are the one in my life
내 모든걸 다 잃는데도
후회하지 않아
오직 너를 위한
변하지 않는 사랑으로
All I ever want is your love"
67,"가사
네가 없이 웃을 수 있을까
생각만 해도 눈물이나
힘든 시간 날 지켜준 사람
이제는 내가 그댈 지킬 테니

너의 품은 항상 따뜻했어
고단했던 나의 하루에 유일한 휴식처 

나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날, 모든 순간 함께해

햇살처럼 빛나고 있었지
나를 보는 네 눈빛은
꿈이라고 해도 좋을 만큼
그 모든 순간은 눈부셨다

불안했던 나의 고된 삶에
한줄기 빛처럼 다가와 날 웃게 해준 너 

나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날, 모든 순간 함께해

알 수 없는 미래지만
네 품속에 있는 지금 순간 순간이
영원 했으면 해 

갈게 바람이 좋은 날에
햇살 눈부신 어떤 날에 너에게로
처음 내게 왔던 그날처럼
모든 날, 모든 순간 함께해"
68,"가사
언제나 너의 곁에 있어 줄게
눈부시게 빛나 모든 날들이
세상 모두가 변한다 해도
변함없이 너를 사랑해

어떤 날은 좋고
어떤 날은 또 그저 그래
변덕이 심한 나에게
모든 걸 맞춰준 너

um 있는 그대로의 나를
좋아해줘서
그래서 나도 아낌없이
너를 사랑하나 봐

언제나 너의 곁에 있어 줄게
눈부시게 빛나 모든 날들이
세상 모두가 변한다 해도
변함없이 너를 사랑해

너무 행복해서 가끔은 불안하기도 해
다 사라질까 겁이 나
다시 혼자될까 봐

um 그럴 때마다 꼭
안아주던 너 눈물이 났어
네가 주는 마음이 고마워서

언제나 너의 곁에 있어 줄게
눈부시게 빛나 모든 날들이
세상 모두가 변한다 해도
변함없이 너를 사랑해

너의 발걸음에
빛을 비춰줄게
작은 어둠도 오지 못하게 내가 함께 해줄게 지금처럼 my love

영원히 너의 편이 되어줄게
내가 지켜줄 단 한 사람
소중한 내 사람"
69,"가사
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha
Yeah, ha


모두 그에게 말해 또 왔네 (새꺄 whut?)
죽지 않고 왔다 이렇게 (새꺄 뭐?)
Snacky chan의 라인을 빌릴래
했어 예수처럼 이렇게 부활을
031 팔 안쪽의 tatt freaky woah
어젠 시장님이 만나쟤 motown
어수룩해 엄마 속에 걱정
한 톤만큼 쌓고 스물한살에 독립했던 얘는
여섯이 되었고
발견했지 우연히 5년 전의 노트
“정말 스타 되고 싶어
그럴려면 가서 만나면 돼 악마?”
노트를 덮고
거울에 비춰진 남자를 보니 와
저 손목이 너무 부러워
저 금 daydate rollie 넘을걸 천백은 더


전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야


motown의 1번 노랠 기억해 니들?
뭐였지? 뭐였나? 음 음?
i’m the man in the mirror 그러니 light me up
1절의 그 별이 2절의 그 별이
그래 모두 나였지 실화가 된 동화이지
힘들 때면 홀로 쓴 노래를 불러
환상들을 보던 성냥팔이 소년이였던 나날들이
365, 24, 730, 24에 7
1095 아 그만 세자 1400이 되니 oh
그 애랑도 하고 돔페리뇽이 만든 
숙취 땜에 넋을 놓은 나를 향해 
몇천 명이 ‘와’ 해
본 적은 없지만 때론
어떤 존재가 내 인생을 왔다 간 듯해
그냥 그런 느낌이 들지
상관없어 환상이던 현실이던지 hands up high


전국
사람들이 외치네
저 괴물체는 뭘까?
Meteor
거대 Meteor
난 네게 처박힐 Meteor야

별빛이 내려오지 마구
내려오지
경고 
경고
그래도 처박힐 Meteor야


영 영 영원히
약속해 영원하기로
어둠 가득한 저 뒤로
돌려보내지 말아요 제발 제발
영 영 영원히
난 영원할 거라 믿어
흥분으로 가득차
이 도시에 나 외칠 꺼야
“드디어 내가 여 왔다” "
70,"가사
미지의 그 영역을 찾게 한 순간
묻혔던 감각들을 깨워낸 듯한 그곳은

중력보다 강하게 또 아주 깊숙하게
헤어나지 못할 끝까지 끌어당겨 날

It’s like we’re underwater
점점 깊어져 가
밀려오는 널 품에 안을게
내 숨을 가져가

My love goes deep deep deep
깊어진 Your ocean
짙어진 Emotion
My love goes deep deep
파란 속에 내 온몸을 맡긴 채
너를 향해 Yeah yeah yeah

좀 더 숨겨 놔 은밀히 다
어디든 가 I’m coming for you

파도치는 맘 버티지만
거칠수록 I’m falling for you
 
아찔하고 아득한 Falling
I’ll dive into you

난 그대가 저기 빛나는 별이라며
고개를 들고 있었지만
그대 위치는 바닷속
늘 예상 밖의 Her 그대와 나 I miss
믿을 수 없어도 나는 향해 Atlantis

We’re under the water
가늠할 수 없는 심해와의 Kiss
나를 휩쓸어 가
Uh huh uh huh

My love goes deep deep deep
깊어진 Your ocean
짙어진 Emotion
My love goes deep deep
파란 속에 내 온몸을 맡긴 채
너를 향해 Yeah yeah yeah

눈 앞에 널 만나 드디어 발견한
실재할지 몰랐던 그 감정
We’re under the water
난 네 안에 잠겨
내 숨을 가져가

My love goes deep deep deep
깊어진 Your ocean
짙어진 Emotion
My love goes deep deep
파란 속에 내 온몸을 맡긴 채
너를 향해 Yeah yeah yeah

It’s like we are under water
Like we’re under water
It’s like we are under water
너를 향해 Yeah yeah yeah"
71,"가사
내가 널 떠났어야 했는데 왜 떠나야 하는지도 아는데 
어떤 아무 말도 아무것도 줄 게 없는 내 곁에서 늘 조용히 손을 잡아준 그대 
제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를 
분명 다시 돌아갈 수 있으니 더 늦기 전에 어서 나를 떠나가 
왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을 
누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해 
그만큼 받았으니 된 거야 내 생엔 없을 것 같던 그 사랑 
어떤 아무 말도 아무것도 줄 게 없는 나일 텐데 또 그렇게 날 안아주는 그대 
제발 나를 떠나 부디 너를 찾아 이젠 놔도 되는 너의 나를 
분명 다시 돌이킬 수 있으니 더 늦기 전에 어서 나를 떠나가 
더 일찍 널 보낼 수 없었을까 혹시나 너와 내가 영원한 너와 내가 맞을까 봐 
누군가 그에겐 소중한 너인데 내가 되고 싶어 염치없이 지금까지 널 잡은 거야 
떠나고 나면 우린 다 잃는 걸까 아냐 그저 제자리인 거야 
우리 헤어지면 잠시 아파 정말 잠시일 거야 세상도 잘했다고 말할 거야 
왜 일찍 널 보낼 수 없었을까 살면서 너와 내가 죽어도 너와 내가 아닌 것을 
누군가 그에겐 소중한 너인데 내 그늘에 가려 사랑받지 못해서 미안해 "
72,"가사
Good morning 이렇게 문자를 보내
너에게 빠진 것 같아 위험해

Oh yeah 숙취가 날아가는 기분
""어떡해"" 하면서 잠들었어 실은
빈티지도 기억 안 나는 포트 와인 덕에
널 좋아하는 것 같다고 말했지 기억엔
아쉬운 건지 다행인지 10시면 shut down
너도 나와 같은 느낌이었던가 I don't know
나도 잘 모르겠지만
분명히 기억나 네 얼굴에

붉은 꽃이 활짝 피었던 거 
(조명 때문에 한) 
혼자만의 착각은 아니라고 믿어

Good morning 이렇게 문자를 보내
(좋은 아침이야)
너에게 빠진 것 같아 위험해
오 굳이 답장은 안 해도 좋아
지금 이 느낌을 늦기 전에 꼭 전하고파

Hope you have a good good morning
Hope you have a good good morning
Hope you have a good good morning
Hope you have a good good morning

좋은 아침이야 
참 신기한 일이야 맞아 하필 이맘때쯤이면 
난 어딘가 떠나려는 마음이 생겨 
너와 함께면 얼마나 좋을까
행여나 내 고백이 부담스럽다면
Yes라 말하기 좀 오그라든다면
편하게 얘기해 하고 싶은 대로
너의 모습 그대로 that’s better

너무 서두르지는 않아도 돼
(해지기 전에만)
너의 마음이 편할 때 대답해 주면 돼

Good morning 이렇게 문자를 보내
(좋은 아침이야)
너에게 빠진 것 같아 위험해
오 굳이 답장은 안 해도 좋아
지금 이 느낌을 늦기 전에 꼭 전하고파

수많은 아침이 지나갔지 그 날 이후
내 맘은 아직도 마찬가지 넌 나를
두근거리게 해 네 옆일 때면 
내 세상은 꽤 괜찮은 곳으로 변해 yes
수많은 밤들이 지나갔지 웃고 울던
끝없이 아래로 떨어질 때 내 손을 넌
잡아주었네 그래서 너는 내게 빛
한 번 더 부를게 네게 바치는 멜로디

오 굳이 답장은 안 해도 좋아
지금 이 느낌을 늦기 전에 꼭 전하고파

Hope you have a good good morning
Hope you have a good good morning
Hope you have a good good morning
Hope you have a good good morning"
73,"가사
나는 읽기 쉬운 마음이야
당신도 스윽 훑고 가셔요
달랠 길 없는 외로운 마음 있지
머물다 가셔요 음
내게 긴 여운을 남겨줘요
사랑을 사랑을 해줘요
할 수 있다면 그럴 수만 있다면
새하얀 빛으로 그댈 비춰 줄게요
그러다 밤이 찾아오면
우리 둘만의 비밀을 새겨요
추억할 그 밤 위에 갈피를 꽂고 선 
남몰래 펼쳐보아요 
나의 자라나는 마음을
못 본채 꺾어 버릴 수는 없네
미련 남길바엔 그리워 아픈 게 나아
서둘러 안겨본 그 품은 따스할 테니
그러다 밤이 찾아오면
우리 둘만의 비밀을 새겨요
추억할 그 밤 위에 갈피를 꽂고 선
남몰래 펼쳐보아요
언젠가 또 그날이 온대도
우린 서둘러 뒤돌지 말아요
마주보던 그대로 뒷걸음치면서
서로의 안녕을 보아요
피고 지는 마음을 알아요 다시 돌아온 계절도
난 한 동안 새 활짝 피었다 질래 또 한번 영원히
그럼에도 내 사랑은 또 같은 꿈을 꾸고
그럼에도 꾸던 꿈을 미루진 않을래"
74,"가사
Hmm
You might think I'm crazy
The way I've been cravin'
If I put it quite plainly
Just gimme them babies
So what you doing tonight?
Better say, ""Doin' you right"" (Yeah)
Watchin' movies, but we ain't seen a thing tonight (Yeah)
I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinking coffee (I've been drinking coffee; coffee)
And I've been eating healthy (I've been eating healthy; healthy)
You know I keep it squeaky, yeah (You know I keep it squeaky)
Saving up my energy (Yeah, yeah, saving up my energy)
Can you stay up all night?
Fuck me 'til the daylight
Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)
Can you stay up all night? (All night)
Fuck mе 'til the daylight
Thirty-four, thirty-five (Yeah, yеah, yeah, yeah)
You drink it just like water (Water)
You say it tastes like candy
So what you doing tonight? (Tonight)
Better say, ""Doin' you right"" (Alright)
Watchin' movies, but we ain't seen a thing tonight (Yeah)
I don't wanna keep you up (You up)
But show me, can you keep it up? (It up)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy
I've been drinking coffee (Said I've been drinking coffee; coffee)
And I've been eating healthy (And I've been eating healthy; healthy)
You know I keep it squeaky, yeah (Except this wine, babe)
Saving up my energy (Yeah, yeah, yeah)
Can you stay up all night? (All night)
Fuck me 'til the daylight (Daylight)
Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)
Can you stay up all night? (Can you stay?)
Fuck me 'til the daylight (Can you stay?)
Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)
Oh yeah, yeah
Baby, you might need a seatbelt when I ride it
I'ma leave it open like a door, come inside it
Even though I'm wifey, you can hit it like a side chick
Don't need no side dick, no
Got the neighbors yellin' ""Earthquake!"" (Earthquake)
4.5 when I make the bed shake
Put it down heavy even though it's lightweight (It's lightweight, yeah, yeah, yeah, babe)
Yeah, we started at midnight
Go 'til the sunrise (Sunrise)
Done at the same time (Yeah)
But who's counting the time when we got it for life? (Got it for life)
I know all your favorite spots (Favorite spots)
We can take it from the top (From the top)
You such a dream come true, true
Make a bitch wanna hit snooze, ooh
Can you stay up all night?
Fuck me 'til the daylight (Yeah, yeah)
Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)
(Thirty-four, thirty-five)
Can you stay up all night? (Do you know what that means?)
Fuck me 'til the daylight (Do you know what that means?)
Thirty-four, thirty-five (Yeah, yeah, yeah, yeah)
Yeah, yeah, yeah
Means I wanna ""69"" with you
Aww shit
Math class
Never was good"
75,"가사
오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어


그런데 이게 뭐랄까 난
난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어


자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어


그런데 이게 뭐랄까 난
난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어


아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만


그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서 한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어"
76,"가사
Doc, I’m feeling bad 
미열이 흐르고 또 어질어질해
there’s too much pain
식은땀이 흘러 온몸이 끈끈해

엉망이 될 것만 같은 끔찍한 예감이 들어
귓가엔 마지막 경고 같은 이명이 들려
Hold on a sec, oh damn, I got a bad flu

믿을 수가 없어
오 이런, 바보 같이
또 사랑에 빠져
힐끗힐끗 눈을 맞추면 I’m very embarrassed
온몸에 퍼지는 virus
난 더운 숨을 몰아 쉬어
쓰러질 때까지

후후후후후 후후후후후후
이 고통은 마치
Flu hu huhuhu flu flu hu hu hu
오 이런 바보 같이

I have no plan
시름시름 한참 널 앓을 수밖에 
Irony해
내 마음은 쿡 찌르르 아픈데

입가엔 제멋대로 미묘한 웃음이 흘러
Hold on a sec, oh damn I got a bad flu

믿을 수가 없어
오 이런, 바보 같이
또 사랑에 빠져
힐끗힐끗 눈을 맞추면 I’m very embarrassed
온몸에 퍼지는 virus
난 더운 숨을 몰아 쉬어
쓰러질 때까지

후후후후후 후후후후후후
이 고통은 마치 
Flu hu huhuhu flu flu hu hu hu
오 이런 바보 같이

안간힘을 다해봐도
이제 더는 무리일 걸
완전히 진 기분이 들어

피할 수가 없어
뜻밖의 사고 같이
또 사랑에 빠져
아슬아슬 다가가 위태로운 Everest
심장에 울리는 siren
사나운 숨을 몰아 쉬어
쓰러질 때까지

후후후후후 후후후후후후
이 고통은 마치
Flu hu huhuhu flu flu hu hu hu
오 이런 바보 같이

후후후후후 후후후후후후
이 고통은 마치
Flu hu huhuhu flu flu hu hu hu
오 이런 바보 같이"
77,"가사
후회하고 있어요
우리 다투던 그날
괜한 자존심 때문에
끝내자고 말을 해버린 거야

금방 볼 줄 알았어
날 찾길 바랬어
허나 며칠이 지나도
아무 소식조차 없어

항상 내게 너무 잘해줘서
쉽게 생각했나 봐
이젠 알아 내 고집 때문에
힘들었던 너를

이 바보야 진짜 아니야
아직도 나를 그렇게 몰라

너를 가진 사람 나밖엔 없는데
제발 나를 떠나가지 마

언제라도 내 편이 돼준 너
고마운 줄 모르고
철없이 난 멋대로 한거
용서할 수 없니

이 바보야 진짜 아니야
아직도 나를 그렇게 몰라

너를 가진 사람
나 밖엔 없는데
제발 떠나가지 마

너 하나만 사랑하는데

이대로 나를 두고 가지 마
나를 버리지 마
그냥 날 안아줘
다시 사랑하게 돌아와

다시 사랑하게 돌아와"
78,"가사
희망을 걸어
모두가 날더러
더 힘들 거라고
얘기했어 그래서 뭐

난 너를 믿어
추운 겨울 가면
봄이 올 거라고
당연하게 믿는 것처럼

우리 함께 했던 순간들
잊지 못할 너의 모습
이 자리에 남아있어

네게 멈춰 버린 시간들
얼어붙은 날 깨워줘

I’m still here
It's not the end

Still here
It's not the end

I’m still here
It's not the end

끝이 보이지 않는 기다림
혼자가 익숙해진 이 자리
Where are you
널 부르고 있어

오직 너말곤 두 눈을 가린
어둠속에 갇혀버린 마음이
Where are you

I'm still here
It's not the end

봄바람처럼 살며시 나를
따뜻하게 감싸와
꼭 함께인 것 같아

눈 감으면 너의 손이 맞닿을 것 같아
날 부르는 네 목소리
이렇게 선명한데

네게 멈춰 버린 시간들
얼어붙은 날 깨워줘

I’m still here
It's not the end

Still here
It's not the end

I’m still here
It's not the end

끝이 보이지 않는 기다림
혼자가 익숙해진 이 자리
Where are you
널 부르고 있어

오직 너말곤 두 눈을 가린
어둠속에 갇혀버린 마음이
Where are you

I'm still here
It's not the end

지금 나에게 Um
어느새 이곳에
넌 불어온다

지금 네가 불어온다 내게로
따스한 바람 날 스칠 때

네가 걸어온다 내게로
또 불어온다

I’m still here
It's not the end

Still here
It's not the end

I’m still here
It's not the end"
79,"가사
사랑하는 당신께
하고픈 말이 있소
잠시 여기 내 옆에 앉아
내 얘기 좀 들어주오

어쩌다 우리가
이리도 가까워지게 됐는지
난 아직도 믿기질 않소
그대는 어찌 생각하오

사랑을 찾아 떠돌던 길에
잠시 머문 줄 알았건만
그대 없인 더는 그릴 수 없는
내일이 올 줄 누가 알았소

당신 돌아오기만
목놓아 기다리다
처음 만난 그날 일들이
문득 생각이 났다오

모른 척 건넨 편지에 쓰인
고민을 모를 리 없겠지만
서툰 진심 종이 가득히 담긴
나의 마음 꼭 알아주시오

내 곁에 잠든 그댈 보면
눈가에 맺히는 그 말
세상 끝에 서게 되더라도
당신을 사랑해

사랑하는 님아
하고픈 말이 있소"
80,"가사
Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

There's a time that I remember, when I did not know no pain
When I believed in forever, and everything would stay the same
Now my heart feel like December when somebody say your name
'Cause I can't reach out to call you, but I know I will one day, yeah

Everybody hurts sometimes
Everybody hurts someday, ayy ayy
But everything gon' be alright
Go and raise a glass and say, ayy

Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

Doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo
Memories bring back, memories bring back you

There's a time that I remember when I never felt so lost
When I felt all of the hatred was too powerful to stop (ooh, yeah)
Now my heart feel like an ember and it's lighting up the dark
I'll carry these torches for ya that you know I'll never drop, yeah

Everybody hurts sometimes
Everybody hurts someday, ayy ayy
But everything gon' be alright
Go and raise a glass and say, ayy

Here's to the ones that we got (oh)
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through (no, no)
Toast to the ones here today (ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories (ayy)
And the memories bring back, memories bring back you

Doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo
Memories bring back, memories bring back you
Doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo doo
Doo doo doo doo, doo doo doo (ooh, yeah)
Memories bring back, memories bring back you

Yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, doh, doh
Memories bring back, memories bring back you"
81,"가사
나를 알게 되어서 기뻤는지
나를 사랑해서 좋았었는지
우릴 위해 불렀던 지나간 노래들이
여전히 위로가 되는지 

당신이 이 모든 질문들에
‘그렇다’ 고 대답해준다면
그것만으로 끄덕이게 되는 나의 삶이란
오, 충분히 의미 있지요

내 맘에 아무 의문이 없어 난
이렇게 흘러가요
어디에도 없지만 어느 곳에나 있겠죠
가능하리라 믿어요

짧지 않은 나와의 기억들이
조금은 당신을 웃게 하는지
삶의 어느 지점에 우리가 함께였음이
여전히 자랑이 되는지

멋쩍은 이 모든 질문들에
‘그렇다’ 고 대답해준다면
그것만으로 글썽이게 되는 나의 삶이란
오, 모르겠죠 어찌나 바라던 결말인지요

내 맘에 아무 의문이 없어 난
이 다음으로 가요
툭툭 살다보면은 또 만나게 될 거예요
그러리라고 믿어요 

이 밤에 아무 미련이 없어 난
깊은 잠에 들어요
어떤 꿈을 꿨는지 들려줄 날 오겠지요
들어줄 거지요?"
82,"가사
Shoot! Take a Panorama

바람 끝에 찾아온 작은 기억
귓가에 퍼지는 깊은 울림 Ring my bell
아름다운 내 맘을 한가득 담아서
조금씩 은은히 줄거야

너와 나 손끝이 닿을 때 Eyes on me
내 맘이 들린다면 더 크게 외쳐줘
조용히 시작된 한편의 Drama야
간직했던 조각들을 펼쳐

다시 한번 지나가는 그때 계절의 풍경
못다 한 우리 이야기
꿈일까 싶어 멈추지 않게 
두 눈을 감고 느껴봐 이 순간
Shoot! Take a Panorama

깊은 어둠 속 빛나는 별처럼
우린 어디서든 서로 알아볼 수 있어
눈부신 Spotlight 너와 나 그 맘 속에
영원히 피어날 찬란한 이 순간
Like Like a Panorama

끝도 없이 두근대
내 맘 변하지 않아 지금 같이 가자
너에게만 보여줄게 끝도 없는 Fantasia
내 맘 휘 휘감아 Panorama

기억의 문을 열어 저 푸른 언덕 위에 
무지개 집으로 초대할게 밤에는 Campfire
아쉬움 남지 않게 내게 전부 보여줘
빛으로 물든 지금 영원해

너의 꿈에 데려가 줘 Take on me
작은 숨결 하나하나 놓치기 싫은 걸
다 담아 둘 거야 너무나 특별해서
네 눈 속에 반짝이는 Starlight

다시 한번 지나가는 그때 계절의 풍경
못다 한 우리 이야기
꿈일까 싶어 멈추지 않게
두 눈을 감고 느껴봐 이 순간
Shoot! Take a Panorama

깊은 어둠 속 빛나는 별처럼
우린 어디서든 서로 알아볼 수 있어
눈부신 Spotlight 너와 나 그 맘 속에
영원히 피어날 찬란한 이 순간
Like Like a Panorama

끝도 없이 두근대
내 맘 변하지 않아 지금 같이 가자
너에게만 보여줄게 끝도 없는 Fantasia
내 맘 휘 휘감아 Panorama

바라봐 줘 언제나 언제나 하나 될 우리
처음 만난 그 순간처럼 가슴이 두근대
우린 끝없이 연결돼 있는 걸
이제 같이 날아가

깊은 어둠 속 빛나는 별처럼
우린 어디서든 서로 알아볼 수 있어
눈부신 Spotlight 너와 나 그 맘 속에
영원히 피어날 찬란한 이 순간
Like Like a Panorama

하늘 넘어 날아가
온 세상에 이 목소리 퍼지게
찰나의 순간 떠올라 다 보여줄 거야
영원히 기억해 약속
Don't let me down Down Down"
